duration,protocol_type,service,flag,src_bytes,dst_bytes,count,srv_count,serror_rate,same_srv_rate,num_failed_logins,logged_in,label,is_attack
61.62,udp,ftp,SF,608,730,8,6,0.032,0.785,0,1,normal,0
47.46,tcp,other,SF,635,44,7,5,0.0,0.79,0,1,normal,0
80.13,udp,pop3,SF,390,876,1,2,0.083,0.908,0,1,normal,0
76.56,udp,dns,SF,932,0,2,1,0.079,0.855,0,1,normal,0
38.82,tcp,telnet,SF,253,351,10,1,0.224,0.809,4,1,r2l,1
0.0,tcp,ssh,REJ,80,5,168,200,0.921,1.0,0,0,dos,1
32.77,tcp,dns,SF,652,50,9,4,0.0,0.824,0,1,normal,0
29.65,tcp,smtp,SF,403,483,9,7,0.046,0.935,0,1,normal,0
45.95,tcp,dns,SF,694,1719,7,4,0.0,0.827,0,1,normal,0
107.55,tcp,telnet,SF,0,1066,7,1,0.048,0.891,0,1,normal,0
5.11,tcp,ssh,S0,68,0,413,107,0.948,0.881,0,0,dos,1
53.84,tcp,telnet,SF,0,162,4,4,0.0,1.0,1,1,u2r,1
53.63,tcp,pop3,SF,129,496,3,4,0.018,0.871,0,1,normal,0
44.97,tcp,telnet,SF,428,729,1,7,0.0,0.76,0,1,normal,0
47.36,tcp,ftp,SF,179,0,6,8,0.0,0.974,0,1,normal,0
47.28,tcp,ftp,SF,535,1552,4,6,0.0,0.747,0,1,normal,0
13.86,tcp,smtp,SF,269,513,2,5,0.001,1.0,0,1,normal,0
48.01,tcp,ftp,SF,418,1127,6,6,0.151,1.0,0,1,normal,0
97.19,tcp,telnet,SF,96,0,1,9,0.0,0.91,0,1,normal,0
24.6,tcp,http,SF,965,850,5,8,0.0,0.806,0,1,normal,0
85.61,tcp,pop3,SF,576,1107,3,7,0.011,0.986,0,1,normal,0
0.0,udp,telnet,S0,68,0,222,368,1.0,0.912,0,0,dos,1
40.83,tcp,ftp,SF,343,1731,5,5,0.0,0.834,0,1,normal,0
3.56,tcp,smtp,S0,38,1,111,161,0.799,0.947,0,0,dos,1
41.68,tcp,ssh,SF,468,89,7,3,0.016,0.958,0,1,normal,0
1.04,tcp,ssh,SF,613,1569,4,5,0.039,0.946,0,1,normal,0
11.01,tcp,pop3,SF,839,798,5,4,0.014,0.923,0,1,normal,0
4.45,tcp,dns,RSTR,22,0,253,486,0.946,0.939,0,0,dos,1
65.78,udp,pop3,SF,19,1084,4,3,0.103,0.71,0,1,normal,0
82.57,tcp,dns,SF,233,1177,1,5,0.008,0.898,0,1,normal,0
18.14,tcp,telnet,RSTO,685,1987,9,7,0.019,0.998,0,1,normal,0
70.88,udp,other,SF,1776,687,4,1,0.097,0.884,1,1,u2r,1
47.18,tcp,http,SF,0,147,3,1,0.049,1.0,0,1,normal,0
43.07,tcp,other,SF,615,2162,9,5,0.0,0.855,0,1,normal,0
3.52,udp,dns,REJ,66,1,204,226,0.712,1.0,0,0,dos,1
95.86,tcp,dns,SF,836,955,6,2,0.039,0.736,0,1,normal,0
50.35,tcp,ssh,SF,425,777,3,7,0.08,0.895,0,1,normal,0
1.4,icmp,ftp,RSTR,93,3,262,319,1.0,0.947,0,0,dos,1
124.28,udp,other,SF,458,671,4,7,0.0,0.918,0,1,normal,0
0.0,tcp,ftp,S0,0,737,7,8,0.0,0.943,0,1,normal,0
82.35,udp,smtp,SF,87,935,9,9,0.0,0.991,0,1,normal,0
27.53,tcp,telnet,SF,759,1180,7,5,0.017,1.0,0,1,normal,0
0.0,tcp,dns,REJ,40,0,79,3,0.243,0.061,0,0,probe,1
8.63,tcp,ssh,SF,0,841,3,6,0.033,0.971,0,1,normal,0
1.29,tcp,dns,REJ,893,646,9,7,0.053,0.93,0,1,normal,0
40.36,tcp,other,SF,0,1173,1,9,0.004,0.926,0,1,normal,0
38.76,tcp,ssh,SF,51,1094,9,3,0.0,0.933,0,1,normal,0
38.57,tcp,other,SF,551,1168,6,6,0.039,0.956,0,1,normal,0
102.11,udp,smtp,S0,705,2202,4,9,0.0,0.976,0,1,normal,0
0.0,tcp,smtp,S0,0,0,91,18,0.577,0.03,0,0,probe,1
132.53,tcp,http,SF,651,744,8,2,0.0,0.846,0,1,normal,0
0.0,tcp,ftp,RSTR,0,0,129,453,0.869,0.973,0,0,dos,1
74.95,tcp,telnet,SF,408,1393,3,6,0.018,0.996,0,1,normal,0
0.0,tcp,dns,SF,835,494,8,9,0.071,0.915,0,1,normal,0
0.0,tcp,smtp,REJ,18,0,309,432,0.771,0.908,0,0,dos,1
0.0,tcp,pop3,S0,7,5,428,194,0.683,0.944,0,0,dos,1
18.7,tcp,dns,SF,931,949,5,4,0.0,1.0,0,1,normal,0
16.98,tcp,other,SF,505,713,3,7,0.103,1.0,0,1,normal,0
0.0,udp,other,S0,59,0,252,504,0.772,0.955,0,0,dos,1
0.0,tcp,pop3,SF,1001,1159,2,9,0.0,0.861,0,1,normal,0
62.57,tcp,telnet,SF,385,1850,4,2,0.0,0.916,0,1,normal,0
0.0,tcp,other,SF,366,1529,5,1,0.0,0.736,0,1,normal,0
62.82,tcp,telnet,SF,216,295,2,6,0.0,0.89,0,1,normal,0
0.0,tcp,pop3,SF,459,599,9,6,0.0,0.988,0,1,normal,0
79.15,tcp,other,S0,103,1344,2,7,0.0,1.0,0,1,normal,0
8.66,tcp,other,S0,10,1,43,14,0.638,0.0,0,0,probe,1
83.66,udp,dns,SF,399,688,2,4,0.0,0.974,0,1,normal,0
61.54,tcp,smtp,SF,119,228,3,3,0.057,0.867,0,1,normal,0
6.71,tcp,ssh,SF,3,602,3,4,0.059,0.523,1,1,u2r,1
0.0,tcp,pop3,SF,304,1082,1,2,0.036,1.0,0,1,normal,0
105.24,udp,http,SF,544,895,3,9,0.039,0.806,0,1,normal,0
99.91,tcp,http,SF,1226,0,6,9,0.05,1.0,0,1,normal,0
29.02,udp,smtp,SF,430,1202,9,3,0.01,0.988,0,1,normal,0
0.0,udp,pop3,SF,794,1235,4,4,0.0,0.921,0,1,normal,0
0.83,tcp,pop3,SF,219,415,4,8,0.103,0.158,3,0,r2l,1
0.0,tcp,http,S0,95,0,209,479,0.882,0.936,0,0,dos,1
17.27,tcp,ftp,SF,774,321,9,1,0.091,0.915,0,1,normal,0
18.23,tcp,telnet,S0,689,1172,2,9,0.0,1.0,0,1,normal,0
1.52,tcp,dns,S0,5,4,69,19,0.428,0.115,0,0,probe,1
16.0,tcp,telnet,SF,270,701,6,6,0.024,0.946,0,1,normal,0
2.29,tcp,ftp,S0,29,0,128,444,0.842,0.923,0,0,dos,1
6.5,tcp,ftp,SF,145,1449,2,5,0.0,0.668,0,1,normal,0
2.6,tcp,ftp,S0,67,0,131,217,0.828,0.964,0,0,dos,1
0.0,tcp,http,S0,54,6,274,101,0.898,0.974,0,0,dos,1
70.64,tcp,ftp,SF,540,2626,9,6,0.048,1.0,0,1,normal,0
115.52,icmp,smtp,RSTR,452,489,4,5,0.072,1.0,0,1,normal,0
0.67,tcp,smtp,REJ,102,0,221,458,1.0,0.931,0,0,dos,1
103.42,tcp,http,SF,912,402,4,2,0.09,0.911,0,1,normal,0
63.94,tcp,ftp,SF,237,727,8,4,0.11,0.809,0,1,normal,0
29.93,tcp,ssh,SF,212,1137,9,2,0.0,0.79,0,1,normal,0
57.81,tcp,pop3,SF,551,696,8,1,0.059,0.855,0,1,normal,0
66.93,tcp,telnet,SF,203,2087,5,3,0.08,0.929,0,1,normal,0
96.02,tcp,ssh,RSTR,221,826,3,6,0.048,0.956,0,1,normal,0
54.32,tcp,http,SF,591,1078,1,2,0.124,0.835,0,1,normal,0
5.34,tcp,dns,REJ,25,0,85,1,0.619,0.123,0,0,probe,1
59.9,tcp,ftp,SF,626,766,8,9,0.064,0.977,0,1,normal,0
31.81,udp,dns,SF,462,489,4,2,0.043,1.0,0,1,normal,0
69.76,udp,ftp,SF,809,551,8,2,0.006,0.951,0,1,normal,0
3.03,icmp,http,S0,46,1,74,2,0.431,0.246,0,0,probe,1
59.97,tcp,http,SF,242,655,4,7,0.0,0.802,0,1,normal,0
0.0,tcp,pop3,S0,75,0,258,439,1.0,0.943,0,0,dos,1
140.38,tcp,other,S0,356,2242,8,8,0.0,0.919,0,1,normal,0
34.07,tcp,dns,S0,339,1929,2,3,0.026,0.904,0,1,normal,0
9.89,tcp,ftp,SF,31,0,32,19,0.805,0.099,0,0,probe,1
2.31,tcp,pop3,SF,42,0,71,9,0.689,0.145,0,0,probe,1
19.99,udp,ssh,SF,0,220,5,8,0.113,0.848,0,1,normal,0
0.0,tcp,telnet,SF,756,1342,7,1,0.001,1.0,0,1,normal,0
9.35,tcp,ssh,SF,461,534,9,9,0.0,0.739,0,1,normal,0
15.51,tcp,http,S0,983,1568,8,8,0.063,0.851,0,1,normal,0
5.43,tcp,smtp,SF,8,6,38,4,0.845,0.309,0,0,probe,1
2.62,tcp,telnet,REJ,29,0,313,279,0.801,0.92,0,0,dos,1
65.24,tcp,pop3,RSTO,667,1179,1,7,0.0,1.0,0,1,normal,0
0.0,tcp,ssh,SF,706,1054,9,2,0.009,0.796,0,1,normal,0
6.06,tcp,other,SF,555,1037,6,1,0.048,0.984,0,1,normal,0
62.37,tcp,ssh,SF,778,314,1,3,0.022,0.758,0,1,normal,0
3.73,tcp,other,S0,29,4,450,264,1.0,1.0,0,0,dos,1
29.23,tcp,http,SF,949,939,8,2,0.0,0.872,0,1,normal,0
80.57,tcp,http,SF,45,554,6,9,0.0,0.933,0,1,normal,0
42.89,tcp,ssh,RSTO,685,3417,5,9,0.076,0.782,0,1,normal,0
19.48,tcp,telnet,SF,241,641,8,4,0.0,0.67,3,0,r2l,1
51.73,tcp,http,SF,599,576,2,3,0.0,0.772,0,1,normal,0
37.68,icmp,ftp,S0,497,311,3,4,0.0,0.85,0,1,normal,0
0.0,tcp,smtp,SF,758,331,8,9,0.029,0.798,0,1,normal,0
69.24,icmp,pop3,SF,854,2093,7,1,0.0,0.721,0,1,normal,0
50.36,udp,smtp,SF,380,569,1,7,0.0,0.713,0,1,normal,0
21.29,tcp,dns,RSTO,855,1303,5,9,0.025,0.915,0,1,normal,0
67.41,udp,http,SF,911,620,8,5,0.095,0.826,0,1,normal,0
48.75,tcp,smtp,SF,417,0,8,4,0.013,0.855,0,1,normal,0
2.13,tcp,ssh,S0,105,0,507,469,0.827,0.871,0,0,dos,1
0.0,tcp,pop3,SF,0,1449,9,9,0.063,0.82,0,1,normal,0
17.79,tcp,smtp,SF,315,905,5,2,0.012,0.945,0,1,normal,0
75.61,tcp,ftp,SF,765,0,3,6,0.0,0.931,0,1,normal,0
2.32,udp,ssh,S0,55,0,217,257,0.901,0.922,0,0,dos,1
4.35,icmp,http,REJ,44,0,290,138,0.808,1.0,0,0,dos,1
0.1,icmp,ftp,RSTR,20,0,190,298,0.936,0.97,0,0,dos,1
88.9,tcp,other,SF,542,1642,8,3,0.008,0.935,0,1,normal,0
58.36,tcp,telnet,SF,669,0,5,4,0.0,0.874,0,1,normal,0
146.51,tcp,http,SF,446,0,9,2,0.047,0.946,0,1,normal,0
16.04,udp,ftp,SF,279,874,4,8,0.027,0.954,0,1,normal,0
32.41,tcp,ssh,SF,959,1056,7,1,0.079,0.977,0,1,normal,0
135.52,tcp,ftp,SF,1169,677,2,4,0.058,1.0,0,1,normal,0
36.05,tcp,other,S0,833,446,3,3,0.016,1.0,0,1,normal,0
40.59,tcp,ssh,SF,1339,133,9,8,0.035,1.0,0,1,normal,0
27.44,tcp,telnet,SF,279,0,8,7,0.031,0.985,0,1,normal,0
13.51,tcp,ftp,SF,493,920,3,1,0.039,1.0,0,1,normal,0
0.0,tcp,other,REJ,102,0,417,389,0.955,1.0,0,0,dos,1
41.88,tcp,pop3,SF,841,861,4,5,0.038,0.825,0,1,normal,0
0.0,icmp,other,S0,22,0,320,192,0.859,1.0,0,0,dos,1
62.09,tcp,other,S0,18,921,6,2,0.0,0.737,0,1,normal,0
0.52,tcp,telnet,RSTR,114,0,389,203,0.813,0.832,0,0,dos,1
3.22,tcp,http,RSTR,57,5,272,166,0.952,1.0,0,0,dos,1
66.68,tcp,telnet,SF,567,113,3,5,0.062,0.951,0,1,normal,0
16.8,udp,telnet,SF,392,51,8,7,0.0,0.383,1,0,r2l,1
60.39,udp,smtp,SF,566,0,5,2,0.0,0.923,0,1,normal,0
55.89,tcp,other,SF,708,591,8,7,0.0,1.0,0,1,normal,0
0.0,tcp,pop3,S0,17,0,306,336,1.0,0.934,0,0,dos,1
56.2,tcp,other,SF,441,1519,3,6,0.0,0.875,0,1,normal,0
34.28,udp,http,SF,19,1189,8,1,0.007,0.761,0,1,normal,0
2.85,udp,ftp,SF,916,1742,8,1,0.032,0.873,0,1,normal,0
7.24,tcp,http,SF,605,0,4,4,0.031,0.959,0,1,normal,0
0.0,tcp,http,SF,734,2028,4,7,0.026,0.885,0,1,normal,0
145.07,tcp,dns,REJ,402,2387,3,3,0.0,0.812,0,1,normal,0
83.25,udp,ssh,SF,562,13,9,8,0.036,0.915,0,1,normal,0
19.64,tcp,http,SF,550,1859,2,6,0.003,0.837,0,1,normal,0
7.68,tcp,smtp,SF,554,793,6,7,0.009,0.974,0,1,normal,0
41.71,tcp,ssh,S0,575,1366,2,4,0.0,0.998,0,1,normal,0
32.26,tcp,smtp,SF,814,1186,2,6,0.0,0.955,0,1,normal,0
124.8,tcp,dns,REJ,1025,1114,9,5,0.039,1.0,0,1,normal,0
37.94,tcp,dns,SF,393,900,3,6,0.0,0.877,0,1,normal,0
0.0,udp,pop3,REJ,83,0,148,470,0.939,0.964,0,0,dos,1
1.23,tcp,ftp,S0,43,0,99,12,0.73,0.221,0,0,probe,1
59.42,tcp,pop3,SF,286,1269,1,3,0.045,1.0,0,1,normal,0
101.87,tcp,pop3,SF,496,438,7,8,0.067,0.838,0,1,normal,0
1.0,tcp,ssh,REJ,110,2,221,485,0.719,0.877,0,0,dos,1
2.68,tcp,ssh,S0,11,1,43,11,0.482,0.206,0,0,probe,1
0.0,udp,http,SF,660,0,2,5,0.03,0.967,0,1,normal,0
23.87,tcp,ssh,SF,105,977,2,3,0.176,1.0,0,1,normal,0
86.78,tcp,dns,S0,350,1441,7,4,0.0,1.0,0,1,normal,0
24.16,tcp,ssh,SF,409,431,9,3,0.023,1.0,0,1,normal,0
1.94,tcp,smtp,S0,0,0,75,13,0.804,0.228,0,0,probe,1
37.87,udp,smtp,SF,663,1249,9,8,0.133,0.866,0,1,normal,0
86.1,tcp,dns,RSTO,306,1406,6,8,0.032,1.0,0,1,normal,0
30.01,udp,other,SF,917,1639,4,3,0.029,0.856,0,1,normal,0
0.0,tcp,smtp,S0,41,0,312,387,0.821,0.907,0,0,dos,1
4.89,tcp,smtp,SF,898,1465,7,9,0.063,0.779,0,1,normal,0
0.83,icmp,ssh,S0,88,6,363,460,1.0,0.932,0,0,dos,1
104.93,tcp,http,SF,661,1845,1,9,0.0,0.97,0,1,normal,0
73.03,tcp,pop3,SF,330,252,8,8,0.025,0.774,0,1,normal,0
11.72,tcp,ftp,SF,0,411,3,9,0.0,0.797,0,1,normal,0
56.51,tcp,pop3,SF,613,752,9,5,0.0,0.993,0,1,normal,0
41.71,udp,http,SF,96,234,7,2,0.046,0.692,4,1,r2l,1
31.37,tcp,ssh,SF,751,728,1,6,0.0,0.996,0,1,normal,0
36.9,tcp,dns,SF,0,733,6,5,0.113,0.807,0,1,normal,0
32.09,tcp,dns,SF,316,1603,9,3,0.0,0.803,0,1,normal,0
79.28,tcp,other,SF,1020,435,2,3,0.024,0.888,0,1,normal,0
77.89,tcp,pop3,S0,811,853,1,3,0.054,0.927,0,1,normal,0
1.32,tcp,ftp,S0,89,7,304,254,0.98,1.0,0,0,dos,1
36.63,tcp,smtp,SF,735,0,8,5,0.0,0.748,0,1,normal,0
39.46,tcp,ftp,SF,585,249,8,1,0.0,0.893,0,1,normal,0
80.32,udp,ssh,SF,104,909,8,8,0.02,0.748,0,1,normal,0
64.97,tcp,dns,SF,411,234,3,2,0.069,0.79,0,1,normal,0
89.96,tcp,http,SF,275,996,4,5,0.017,0.858,0,1,normal,0
0.0,tcp,telnet,SF,255,683,4,1,0.025,0.92,0,1,normal,0
88.86,tcp,smtp,SF,387,663,1,4,0.0,0.634,0,1,normal,0
0.65,tcp,http,S0,0,0,260,391,0.827,0.936,0,0,dos,1
1.75,tcp,ssh,RSTR,48,0,463,206,0.921,0.946,0,0,dos,1
0.0,tcp,dns,REJ,49,0,362,500,1.0,0.932,0,0,dos,1
78.7,tcp,pop3,S0,1210,1272,7,8,0.034,0.874,0,1,normal,0
24.69,tcp,pop3,SF,0,213,8,4,0.058,0.83,0,1,normal,0
1.8,tcp,ssh,S0,109,6,134,384,0.782,0.943,0,0,dos,1
78.21,tcp,http,SF,523,998,9,7,0.0,1.0,0,1,normal,0
39.1,udp,dns,SF,213,1756,8,6,0.035,0.944,0,1,normal,0
0.0,udp,pop3,SF,494,2357,6,9,0.109,0.899,0,1,normal,0
0.43,udp,smtp,S0,36,1,393,378,0.904,0.897,0,0,dos,1
94.92,tcp,other,S0,356,1617,6,7,0.026,0.968,0,1,normal,0
0.0,tcp,telnet,SF,334,795,1,3,0.0,1.0,0,1,normal,0
69.62,tcp,smtp,SF,315,856,1,2,0.008,1.0,0,1,normal,0
0.0,tcp,smtp,SF,669,712,5,5,0.0,0.941,0,1,normal,0
29.02,udp,ssh,SF,251,95,2,5,0.021,0.714,0,1,normal,0
50.61,tcp,dns,RSTR,499,807,9,1,0.0,0.832,0,1,normal,0
61.68,udp,pop3,SF,123,1725,5,2,0.0,0.835,0,1,normal,0
4.75,tcp,pop3,SF,33,2,22,9,0.387,0.142,0,0,probe,1
0.66,tcp,ftp,S0,33,0,489,197,1.0,0.973,0,0,dos,1
125.68,tcp,http,SF,494,1821,5,4,0.0,0.807,0,1,normal,0
13.04,tcp,dns,S0,0,212,6,1,0.145,0.733,3,1,r2l,1
6.1,tcp,ftp,SF,489,928,1,4,0.007,1.0,0,1,normal,0
0.0,tcp,ssh,S0,16,0,106,447,1.0,0.886,0,0,dos,1
8.74,tcp,pop3,SF,359,1632,4,8,0.017,1.0,0,1,normal,0
97.52,tcp,smtp,REJ,136,1525,7,6,0.052,0.798,0,1,normal,0
65.94,tcp,smtp,SF,508,685,4,6,0.048,1.0,0,1,normal,0
0.0,tcp,other,SF,335,1087,4,4,0.056,0.974,0,1,normal,0
6.74,udp,http,RSTO,577,1519,4,9,0.044,0.796,0,1,normal,0
8.05,tcp,ftp,SF,720,611,2,1,0.0,0.996,0,1,normal,0
31.86,tcp,http,S0,882,1497,5,4,0.006,0.854,0,1,normal,0
12.04,tcp,dns,SF,257,1024,3,7,0.014,1.0,0,1,normal,0
67.26,tcp,ssh,SF,673,923,9,5,0.065,0.853,0,1,normal,0
35.85,udp,http,SF,153,6,12,2,0.15,0.486,1,0,r2l,1
86.0,udp,pop3,SF,1199,2157,9,6,0.0,0.769,0,1,normal,0
0.0,tcp,pop3,S0,4,2,66,15,0.676,0.379,0,0,probe,1
18.66,tcp,telnet,SF,238,1159,1,3,0.0,1.0,0,1,normal,0
67.24,tcp,pop3,SF,813,316,9,2,0.018,0.99,0,1,normal,0
29.88,tcp,telnet,REJ,598,1275,3,5,0.046,0.817,0,1,normal,0
52.34,udp,ftp,SF,407,2277,6,8,0.093,0.985,0,1,normal,0
29.21,tcp,http,SF,142,715,6,7,0.0,0.84,0,1,normal,0
1.7,tcp,ftp,S0,56,0,118,385,0.906,1.0,0,0,dos,1
136.04,tcp,http,SF,840,2012,9,6,0.011,0.928,0,1,normal,0
1.47,tcp,dns,RSTR,13,3,106,148,0.768,0.955,0,0,dos,1
60.75,tcp,ssh,SF,261,1898,5,5,0.021,0.74,0,1,normal,0
58.49,tcp,ftp,RSTO,778,742,4,1,0.0,0.989,0,1,normal,0
68.25,tcp,smtp,S0,832,969,6,3,0.116,0.855,0,1,normal,0
30.01,tcp,ftp,SF,298,0,8,6,0.225,0.629,3,1,r2l,1
77.93,tcp,telnet,SF,663,1614,9,3,0.0,0.993,0,1,normal,0
38.68,tcp,http,SF,780,1784,8,3,0.0,0.798,0,1,normal,0
56.33,tcp,dns,S0,801,1601,5,6,0.006,0.668,0,1,normal,0
82.08,tcp,ftp,SF,317,814,6,5,0.0,0.814,0,1,normal,0
38.29,udp,pop3,SF,36,120,9,7,0.295,0.453,4,0,r2l,1
1.13,tcp,ftp,S0,25,0,21,18,0.376,0.231,0,0,probe,1
0.0,udp,ssh,REJ,50,0,483,371,0.973,0.844,0,0,dos,1
61.46,tcp,smtp,SF,1497,0,4,4,0.122,0.811,0,1,u2r,1
4.54,tcp,smtp,S0,85,0,268,334,0.646,0.945,0,0,dos,1
43.73,tcp,ftp,SF,956,139,2,4,0.063,0.897,0,1,normal,0
4.95,tcp,pop3,SF,616,827,9,1,0.003,1.0,0,1,normal,0
56.12,tcp,ftp,SF,472,1184,2,5,0.036,0.835,0,1,normal,0
17.47,icmp,ftp,SF,703,950,8,2,0.004,0.948,0,1,normal,0
0.0,tcp,ssh,REJ,970,1864,2,2,0.001,0.82,0,1,normal,0
24.99,tcp,telnet,SF,676,1845,2,7,0.0,0.746,0,1,normal,0
29.63,tcp,ftp,SF,0,319,14,9,0.038,0.303,1,0,r2l,1
114.17,tcp,telnet,SF,984,649,4,1,0.073,0.703,0,1,u2r,1
30.43,tcp,http,SF,1117,457,4,7,0.0,0.979,0,1,normal,0
3.17,tcp,telnet,RSTR,42,1,430,347,0.768,0.993,0,0,dos,1
82.55,tcp,other,SF,534,1633,7,5,0.0,0.821,0,1,normal,0
124.62,udp,http,S0,683,833,8,6,0.06,0.646,0,1,normal,0
8.89,tcp,dns,SF,408,419,6,8,0.089,0.834,0,1,normal,0
115.52,tcp,other,SF,812,1694,8,2,0.091,0.762,0,1,normal,0
23.39,tcp,pop3,SF,522,0,5,5,0.072,0.789,0,1,normal,0
49.97,tcp,dns,SF,997,738,3,5,0.024,0.993,0,1,normal,0
74.59,tcp,http,SF,256,720,3,2,0.065,1.0,0,1,normal,0
37.28,icmp,pop3,SF,752,901,6,5,0.069,0.96,0,1,normal,0
0.0,icmp,pop3,SF,25,0,59,5,0.359,0.12,0,0,probe,1
0.0,udp,http,SF,202,1177,3,6,0.0,0.928,0,1,normal,0
58.87,tcp,http,SF,0,811,9,3,0.04,1.0,0,1,normal,0
0.0,tcp,http,SF,839,2111,4,4,0.028,0.762,0,1,normal,0
27.27,tcp,telnet,SF,632,1239,1,2,0.0,1.0,0,1,normal,0
73.94,tcp,smtp,RSTR,334,494,4,6,0.0,0.947,0,1,normal,0
99.59,udp,ftp,S0,538,0,4,7,0.01,0.865,0,1,normal,0
40.89,udp,other,SF,418,1285,6,2,0.0,0.962,0,1,normal,0
132.75,tcp,other,SF,9,1582,3,9,0.0,0.907,0,1,normal,0
0.0,tcp,http,SF,340,1077,5,8,0.074,0.843,0,1,normal,0
46.76,tcp,telnet,SF,1044,1303,9,7,0.0,0.877,0,1,normal,0
0.0,tcp,pop3,SF,162,1364,3,6,0.01,0.97,0,1,normal,0
76.49,tcp,http,RSTR,143,575,4,8,0.0,0.912,0,1,normal,0
0.0,tcp,ssh,RSTO,403,988,3,1,0.037,0.997,0,1,normal,0
64.7,tcp,telnet,SF,665,1886,3,6,0.028,0.855,0,1,normal,0
111.02,tcp,ftp,SF,737,798,9,6,0.0,0.742,0,1,normal,0
86.12,tcp,dns,SF,497,855,8,7,0.099,0.904,0,1,normal,0
100.62,tcp,pop3,RSTR,914,1206,3,1,0.0,0.847,0,1,normal,0
71.69,udp,ssh,RSTR,787,599,4,9,0.038,0.9,0,1,normal,0
80.45,tcp,ftp,SF,841,1078,5,6,0.0,1.0,0,1,normal,0
69.88,udp,ftp,RSTR,371,885,2,3,0.057,0.823,0,1,normal,0
12.89,tcp,http,SF,601,1229,8,2,0.0,0.842,0,1,normal,0
4.28,tcp,http,S0,32,0,228,174,0.841,0.891,0,0,dos,1
0.0,tcp,ftp,S0,22,0,79,10,0.67,0.276,0,0,probe,1
7.39,tcp,ssh,SF,0,331,14,7,0.0,0.767,3,0,r2l,1
73.03,tcp,ssh,SF,471,0,9,8,0.111,0.993,0,1,normal,0
54.12,udp,telnet,SF,745,1162,2,7,0.043,0.846,0,1,normal,0
97.39,tcp,ssh,SF,606,1247,2,9,0.0,0.853,0,1,normal,0
56.46,udp,http,SF,245,2068,3,6,0.0,1.0,0,1,normal,0
115.81,tcp,http,SF,740,441,9,2,0.089,0.985,0,1,normal,0
47.49,tcp,http,SF,117,503,8,5,0.031,0.908,0,1,normal,0
51.44,udp,dns,SF,432,325,7,8,0.051,0.793,0,1,normal,0
0.0,udp,smtp,S0,363,1013,4,5,0.0,0.79,0,1,normal,0
57.31,udp,ssh,SF,409,323,5,4,0.0,0.83,0,1,normal,0
121.37,icmp,pop3,SF,196,818,5,8,0.078,0.903,0,1,normal,0
0.0,icmp,pop3,REJ,27,4,86,1,0.553,0.338,0,0,probe,1
37.2,icmp,pop3,REJ,314,1113,8,1,0.037,0.708,0,1,normal,0
80.25,tcp,ssh,SF,250,2031,2,9,0.0,0.924,0,1,normal,0
0.0,tcp,smtp,S0,25,0,41,16,0.374,0.221,0,0,probe,1
50.08,tcp,ftp,SF,868,348,2,5,0.053,0.695,0,1,normal,0
33.42,tcp,smtp,RSTO,468,1157,7,4,0.0,0.992,0,1,normal,0
59.73,tcp,ftp,SF,133,1457,9,9,0.0,0.962,0,1,normal,0
33.34,tcp,telnet,SF,847,1813,4,7,0.093,0.942,0,1,normal,0
0.0,tcp,smtp,SF,390,661,5,8,0.009,0.8,0,1,normal,0
1.9,tcp,other,S0,0,2,427,136,0.794,1.0,0,0,dos,1
5.49,tcp,telnet,S0,55,5,432,279,0.738,0.976,0,0,dos,1
0.0,tcp,other,S0,50,3,291,291,1.0,0.869,0,0,dos,1
0.0,tcp,http,SF,737,509,4,2,0.0,0.824,0,1,u2r,1
24.83,tcp,dns,SF,0,1218,9,9,0.068,0.812,0,1,normal,0
2.42,tcp,other,RSTR,27,0,411,105,0.689,0.979,0,0,dos,1
59.38,tcp,other,SF,3,1529,5,9,0.04,0.896,0,1,normal,0
1.5,udp,dns,SF,280,969,2,7,0.067,0.812,0,1,normal,0
0.0,tcp,telnet,S0,44,3,371,315,0.958,0.925,0,0,dos,1
4.65,tcp,telnet,S0,76,9,364,375,0.863,0.934,0,0,dos,1
5.9,tcp,ssh,S0,0,2,58,16,0.309,0.208,0,0,probe,1
0.0,tcp,other,SF,0,0,6,1,0.007,0.974,0,1,normal,0
0.0,tcp,ftp,RSTR,850,1723,4,3,0.063,0.986,0,1,normal,0
77.06,tcp,dns,SF,73,177,2,1,0.099,0.885,0,1,normal,0
42.52,udp,pop3,SF,1081,496,5,5,0.024,0.861,0,1,normal,0
1.95,icmp,other,S0,0,0,272,247,0.884,0.947,0,0,dos,1
0.18,tcp,other,S0,1,3,138,242,0.789,1.0,0,0,dos,1
0.0,tcp,http,SF,372,1913,3,5,0.0,0.928,0,1,normal,0
38.49,tcp,other,SF,828,1236,9,7,0.068,0.871,0,1,normal,0
66.71,tcp,ftp,SF,327,1313,3,9,0.012,0.772,0,1,normal,0
83.52,udp,dns,REJ,1197,643,7,6,0.017,0.98,0,1,normal,0
65.42,tcp,telnet,SF,140,1143,2,7,0.0,0.946,0,1,normal,0
0.0,tcp,http,S0,9,0,45,17,0.403,0.193,0,0,probe,1
0.0,tcp,telnet,SF,310,1767,6,4,0.07,0.981,0,1,normal,0
0.0,udp,ssh,SF,539,258,9,8,0.116,1.0,3,0,r2l,1
54.02,tcp,dns,SF,235,622,6,6,0.041,0.737,0,1,normal,0
0.21,tcp,http,REJ,46,1,180,133,0.919,0.908,0,0,dos,1
