duration,src_bytes,dst_bytes,count,srv_count,serror_rate,same_srv_rate,num_failed_logins,logged_in,protocol_type_enc,service_enc,flag_enc
114.48,789,516,8,2,0.002,0.772,0,1,1,0,4
16.41,401,619,1,1,0.0,0.958,0,1,1,4,4
6.45,56,0,47,11,0.678,0.048,0,0,1,3,3
66.29,669,424,1,1,0.025,0.861,0,1,1,6,4
55.27,68,483,2,5,0.0,0.834,0,1,2,5,4
0.0,98,1,441,183,0.795,1.0,0,0,2,3,3
0.0,34,0,129,328,0.896,0.938,0,0,1,4,2
27.38,304,869,6,3,0.071,0.84,0,1,1,7,4
0.0,0,2070,7,4,0.0,0.859,0,1,1,1,4
120.83,473,894,3,6,0.0,1.0,0,1,2,0,4
18.61,834,1241,9,1,0.034,1.0,0,1,1,4,4
0.0,23,10,488,348,0.71,0.908,0,0,1,0,2
100.84,689,263,1,4,0.043,1.0,0,1,1,7,4
0.75,18,1,90,12,0.333,0.271,0,0,0,2,3
4.18,79,8,274,468,0.742,0.871,0,0,1,5,3
34.96,716,865,1,2,0.001,0.756,0,1,1,2,4
0.0,68,692,5,2,0.035,0.977,0,1,1,4,4
3.47,17,0,321,181,0.982,1.0,0,0,1,6,3
0.0,373,1363,8,9,0.0,0.686,0,1,1,7,4
38.09,1149,1187,9,6,0.0,0.879,0,1,1,4,4
0.0,0,573,3,8,0.258,0.742,2,1,2,6,3
2.63,24,3,220,400,1.0,0.944,0,0,2,7,3
48.62,689,1049,8,9,0.044,1.0,0,1,1,5,4
32.28,499,2550,3,5,0.052,0.974,0,1,1,5,4
120.47,579,0,6,6,0.0,0.935,0,1,2,6,4
0.0,15,5,229,381,0.875,0.977,0,0,2,0,2
25.22,0,1291,2,6,0.018,0.82,0,1,1,0,4
23.18,206,172,9,1,0.0,0.988,0,1,1,2,4
41.88,841,861,4,5,0.038,0.825,0,1,1,4,4
34.08,354,696,3,3,0.095,1.0,0,1,2,7,4
0.77,75,1,121,355,1.0,0.953,0,0,1,5,3
48.14,580,810,1,4,0.0,0.816,0,1,1,3,4
20.94,283,586,3,9,0.05,1.0,0,1,1,4,4
0.0,0,0,36,15,0.347,0.206,0,0,1,4,0
19.37,20,490,12,3,0.0,0.622,4,0,1,5,4
1.81,49,0,228,281,0.946,0.938,0,0,1,3,0
74.8,365,596,9,1,0.0,0.809,0,1,2,5,4
97.32,331,926,3,7,0.07,0.998,0,1,1,4,4
55.52,469,307,7,5,0.011,0.97,0,1,1,1,1
0.0,910,1189,2,5,0.0,0.755,0,1,2,3,4
1.67,35,4,305,440,0.936,0.961,0,0,1,6,0
4.05,20,0,287,483,1.0,0.936,0,0,1,2,3
123.16,769,1709,3,3,0.102,0.805,0,1,0,0,4
58.21,308,1567,1,2,0.041,0.908,0,1,1,4,3
26.71,0,1363,7,2,0.035,0.859,0,1,1,2,4
75.59,1113,210,7,6,0.055,0.774,0,1,1,3,4
79.92,554,1315,5,4,0.041,0.917,0,1,1,2,4
0.0,527,166,5,5,0.049,0.934,0,1,1,3,4
75.96,919,255,4,1,0.0,0.941,0,1,1,7,4
99.5,174,1480,3,5,0.0,0.746,0,1,1,3,4
0.0,839,881,1,7,0.045,0.909,0,1,1,1,4
29.41,262,1227,8,2,0.117,0.821,0,1,1,1,4
64.93,894,693,8,5,0.002,1.0,0,1,1,6,4
29.69,0,259,4,4,0.0,0.983,0,1,1,4,4
57.31,409,323,5,4,0.0,0.83,0,1,2,6,4
51.65,265,258,7,2,0.135,0.478,4,0,1,3,4
51.06,340,0,7,9,0.006,0.722,0,1,1,3,4
42.31,0,950,5,1,0.007,0.855,0,1,1,5,4
0.0,35,0,164,505,0.844,0.907,0,0,1,4,3
19.22,650,379,9,4,0.0,1.0,0,1,1,5,4
3.23,70,0,322,287,0.787,1.0,0,0,1,7,0
50.35,425,777,3,7,0.08,0.895,0,1,1,6,4
3.74,548,2007,1,4,0.0,0.846,0,1,2,4,4
3.15,42,0,471,131,0.695,1.0,0,0,1,3,3
1.27,0,0,102,359,1.0,0.966,0,0,1,5,3
0.0,0,779,2,2,0.0,0.803,0,1,1,5,4
0.0,38,0,84,18,0.306,0.392,0,0,1,6,3
66.86,252,909,6,8,0.011,0.858,0,1,1,6,4
0.25,35,0,259,441,0.938,0.967,0,0,2,0,3
102.65,311,1270,8,3,0.057,0.869,0,1,1,2,4
4.13,42,0,128,341,0.934,0.913,0,0,0,5,3
50.68,316,920,1,1,0.041,1.0,0,1,2,0,4
29.34,435,1222,6,5,0.052,0.978,0,1,2,3,4
69.32,528,571,5,6,0.008,1.0,0,1,1,5,0
3.32,230,1092,5,2,0.009,0.957,0,1,1,2,4
52.99,327,1171,6,1,0.0,0.891,0,1,0,5,4
0.0,1278,1325,1,3,0.0,0.883,0,1,1,3,0
120.47,492,298,1,2,0.0,0.906,1,1,2,7,4
0.0,546,1227,7,5,0.0,0.909,0,1,1,5,4
0.0,709,1266,5,2,0.019,0.862,0,1,1,2,4
0.86,35,0,131,101,0.89,0.907,0,0,1,4,3
65.45,651,801,6,1,0.038,0.889,0,1,1,7,4
9.73,199,1383,3,5,0.105,0.987,0,1,1,2,4
109.76,549,869,9,3,0.0,1.0,0,1,1,5,0
0.0,1011,996,3,1,0.0,0.826,0,1,1,2,4
0.0,481,1562,4,7,0.0,0.925,0,1,0,0,2
67.61,321,1640,1,6,0.0,1.0,0,1,1,3,4
17.47,105,362,14,5,0.065,0.493,4,0,1,6,4
6.72,14,2,65,7,0.384,0.105,0,0,1,3,3
42.03,453,553,2,2,0.007,0.945,0,1,1,4,4
108.51,178,809,9,7,0.0,0.826,0,1,2,2,1
65.53,493,414,1,2,0.025,0.624,0,1,2,4,4
124.69,410,313,7,7,0.002,1.0,0,1,2,6,3
41.7,82,1108,1,2,0.022,0.873,0,1,1,3,4
85.18,495,1553,1,6,0.035,0.828,0,1,2,1,4
4.31,101,0,159,306,0.926,1.0,0,0,1,1,3
1.0,110,2,221,485,0.719,0.877,0,0,1,6,0
67.17,514,781,6,7,0.0,0.83,0,1,1,2,4
4.38,3,0,92,16,0.67,0.329,0,0,1,0,3
0.0,77,1,492,458,0.91,0.886,0,0,1,2,3
12.3,0,745,5,7,0.018,0.783,0,1,1,7,4
70.11,0,345,8,8,0.0,0.874,0,1,1,1,4
53.77,0,1429,5,2,0.0,0.791,0,1,1,7,4
9.47,619,352,8,5,0.07,0.658,0,1,1,0,4
3.41,5,4,256,304,1.0,0.96,0,0,1,2,3
0.0,681,1637,5,3,0.0,0.854,0,1,2,6,4
57.52,621,1495,2,8,0.037,0.906,0,1,2,4,4
49.23,1026,569,5,4,0.0,0.926,0,1,1,2,4
107.52,125,76,5,7,0.009,0.956,0,1,2,3,4
0.0,350,375,2,6,0.024,0.884,0,1,2,2,4
0.0,414,696,6,5,0.006,0.989,0,1,0,1,4
50.19,406,257,5,5,0.083,1.0,0,1,2,0,4
0.8,51,1,366,481,1.0,1.0,0,0,1,2,3
0.58,8,0,97,4,0.864,0.201,0,0,0,5,3
60.27,663,760,7,3,0.024,0.854,0,1,2,4,3
2.19,19,0,104,494,0.953,0.948,0,0,1,2,0
0.0,1196,933,1,5,0.138,0.927,0,1,1,4,4
104.03,670,1559,8,7,0.0,0.979,0,1,1,6,4
0.0,21,0,84,3,0.69,0.367,0,0,1,0,0
101.07,469,854,4,4,0.052,0.946,0,1,1,0,4
78.3,229,1067,1,6,0.167,0.84,0,1,1,1,4
60.49,999,1073,3,7,0.021,0.789,0,1,2,4,0
10.46,97,392,9,8,0.285,0.711,1,0,1,0,3
0.0,33,8,346,262,0.971,0.981,0,0,1,4,3
130.4,702,1391,9,1,0.0,0.865,0,1,1,3,4
29.84,632,1025,4,2,0.0,0.913,0,1,0,3,4
3.09,83,3,449,295,0.968,1.0,0,0,1,2,0
43.02,355,1631,1,2,0.072,1.0,0,1,1,3,4
1.12,90,3,311,186,0.975,0.92,0,0,1,4,3
56.65,326,1248,1,2,0.0,0.889,0,1,1,2,4
39.7,117,215,4,8,0.218,0.668,4,1,1,7,4
5.57,492,1279,9,3,0.109,0.835,0,1,1,1,4
34.98,641,1376,2,3,0.028,0.869,0,1,1,6,4
0.85,78,0,154,497,0.965,0.953,0,0,1,5,2
23.8,537,576,8,2,0.002,0.806,0,1,1,3,1
0.34,26,2,469,399,0.935,0.925,0,0,2,2,3
36.17,511,105,4,9,0.052,0.966,0,1,2,5,4
1.4,68,9,322,434,0.973,0.928,0,0,1,0,3
29.63,0,319,14,9,0.038,0.303,1,0,1,1,4
85.43,572,849,3,9,0.0,0.816,0,1,2,6,4
29.21,142,715,6,7,0.0,0.84,0,1,1,2,4
0.0,746,296,9,3,0.0,1.0,0,1,1,1,4
133.8,565,693,2,8,0.108,0.972,0,1,2,7,4
53.7,182,0,2,5,0.066,0.913,0,1,1,4,4
62.45,288,36,2,9,0.089,1.0,0,1,1,4,4
67.68,208,1520,7,8,0.027,1.0,0,1,1,0,3
0.58,39,0,466,462,0.986,0.976,0,0,1,6,0
48.19,312,1036,4,6,0.0,0.925,0,1,1,1,4
6.05,7,0,68,1,0.84,0.16,0,0,1,6,0
51.23,368,0,8,6,0.0,0.805,0,1,2,3,4
2.23,3,0,84,5,0.81,0.0,0,0,1,6,3
30.44,413,1199,7,8,0.19,0.907,0,1,1,2,4
102.2,208,654,4,9,0.002,0.88,0,1,1,3,4
86.1,306,1406,6,8,0.032,1.0,0,1,1,0,1
50.25,831,1372,8,1,0.0,0.976,0,1,1,1,4
4.24,21,0,45,13,0.785,0.169,0,0,1,7,4
86.42,384,1571,9,5,0.0,0.93,0,1,1,0,4
0.58,50,0,197,288,0.793,0.852,0,0,0,2,3
3.06,16,1,71,2,0.479,0.161,0,0,1,4,4
0.0,685,824,2,8,0.0,0.778,0,1,2,1,4
3.0,6,0,305,390,1.0,0.991,0,0,1,0,0
95.86,836,955,6,2,0.039,0.736,0,1,1,0,4
3.15,10,0,189,298,0.635,0.972,0,0,1,3,0
1.07,390,155,6,7,0.0,0.98,0,1,1,6,4
0.0,337,953,4,2,0.025,0.699,0,1,2,5,4
0.0,12,0,152,165,0.935,0.963,0,0,1,2,3
0.0,643,713,9,2,0.018,0.91,0,1,1,0,1
35.52,889,1893,7,7,0.023,0.758,0,1,1,7,4
28.24,365,1562,2,3,0.0,0.699,0,1,1,5,4
10.28,413,1613,3,8,0.038,0.676,0,1,1,6,4
3.53,32,0,210,266,0.875,1.0,0,0,2,7,3
86.29,721,1034,7,9,0.046,0.867,0,1,2,0,4
62.09,18,921,6,2,0.0,0.737,0,1,1,3,3
4.11,31,0,378,398,0.904,0.878,0,0,1,2,3
32.61,893,1789,9,6,0.0,0.949,0,1,1,1,4
1.22,53,0,251,440,1.0,0.94,0,0,1,2,3
27.59,376,381,8,2,0.16,0.741,2,0,1,6,4
65.85,236,1538,3,8,0.0,0.917,0,1,2,1,4
0.0,72,0,252,163,0.865,0.901,0,0,1,2,0
0.0,46,2,453,334,0.856,0.945,0,0,1,4,0
58.85,1240,1750,4,6,0.059,0.991,0,1,1,4,4
74.24,356,836,9,6,0.022,0.917,0,1,2,0,4
0.0,751,599,3,6,0.0,0.796,0,1,1,3,4
90.61,79,1146,7,2,0.036,0.925,0,1,1,7,4
50.29,139,1583,1,5,0.045,0.674,0,1,1,7,4
2.86,8,0,146,424,0.889,0.999,0,0,2,6,3
21.62,565,1357,5,5,0.038,0.979,0,1,1,2,3
137.69,385,2566,9,9,0.015,0.883,0,1,1,2,3
11.08,909,456,7,8,0.0,0.824,0,1,1,1,0
85.0,1016,468,9,3,0.026,0.725,0,1,1,2,4
57.91,958,522,5,6,0.0,0.862,0,1,2,5,4
78.55,114,1017,1,6,0.0,0.983,0,1,2,1,4
4.69,403,2826,7,7,0.0,0.865,0,1,2,0,4
100.64,582,955,2,2,0.068,0.752,0,1,1,6,4
73.3,725,1006,1,9,0.068,0.781,0,1,0,6,4
102.27,434,1511,1,7,0.026,0.742,0,1,1,2,4
68.77,39,986,8,1,0.031,1.0,0,1,1,0,3
70.49,604,2186,4,8,0.014,0.801,0,1,1,7,4
0.0,108,3,481,301,0.833,0.937,0,0,1,3,0
22.27,288,211,6,3,0.25,0.382,3,1,1,7,4
125.6,227,1138,4,4,0.004,1.0,0,1,1,0,4
89.48,349,851,4,2,0.114,0.949,0,1,1,7,4
88.99,293,0,2,2,0.0,1.0,0,1,1,4,4
6.72,194,1313,9,4,0.116,0.929,0,1,2,1,4
153.48,695,1031,5,4,0.063,0.844,0,1,1,4,4
0.0,76,0,219,148,0.998,0.955,0,0,1,3,3
85.51,482,435,2,9,0.003,0.823,0,1,2,0,4
48.17,286,633,7,7,0.075,0.73,0,1,1,5,0
99.16,864,1396,4,5,0.089,0.78,0,1,1,4,4
17.56,98,1695,7,5,0.021,1.0,0,1,1,0,0
76.03,363,689,2,5,0.062,0.872,0,1,1,0,4
21.93,601,187,3,2,0.0,0.864,0,1,1,0,4
73.05,340,514,2,4,0.0,0.916,0,1,1,2,4
3.22,52,0,484,394,0.896,1.0,0,0,1,4,0
41.44,776,990,3,9,0.019,0.931,0,1,1,7,4
62.84,291,0,4,9,0.089,0.985,0,1,1,3,4
62.76,599,1148,2,6,0.097,0.831,0,1,1,3,4
28.17,1090,1719,4,3,0.0,0.848,0,1,1,2,4
5.48,0,0,57,19,0.079,0.0,0,0,2,4,0
1.76,69,0,287,366,0.861,0.891,0,0,1,5,3
104.17,418,1618,8,5,0.042,0.795,0,1,1,2,4
18.9,472,1280,9,2,0.0,0.793,0,1,1,1,4
48.03,659,558,1,5,0.0,0.964,0,1,1,6,1
67.94,463,2195,9,4,0.016,0.957,0,1,1,3,2
95.44,112,567,4,3,0.0,0.818,0,1,2,0,2
63.01,410,1430,5,3,0.01,0.986,0,1,1,3,4
99.34,643,1156,5,9,0.003,0.889,0,1,1,4,1
0.65,33,0,496,234,0.965,0.935,0,0,1,5,2
68.22,632,562,4,6,0.026,1.0,0,1,1,6,0
9.37,640,0,8,1,0.015,0.974,0,1,1,3,4
94.56,304,807,1,1,0.0,0.746,0,1,1,6,4
75.39,136,691,7,8,0.044,0.932,0,1,2,6,4
1.66,49,0,283,207,1.0,0.925,0,0,1,2,3
6.48,28,0,80,19,0.423,0.156,0,0,2,7,3
18.19,292,1020,2,5,0.021,0.784,0,1,1,1,4
3.74,70,3,295,241,0.825,0.923,0,0,1,7,3
61.93,88,0,1,7,0.0,0.889,0,1,1,2,4
84.12,627,1082,7,1,0.0,0.745,0,1,2,0,4
15.89,0,603,9,9,0.119,1.0,0,1,1,5,4
49.68,300,462,5,7,0.045,1.0,0,1,1,6,4
0.0,295,620,9,1,0.074,0.897,0,1,1,6,4
0.0,318,1983,4,3,0.169,0.851,0,1,2,5,4
0.0,11,0,89,1,0.166,0.285,0,0,1,0,4
1.91,18,0,21,1,0.577,0.245,0,0,1,5,4
0.0,0,0,47,11,1.0,0.194,0,0,1,1,0
0.0,296,1084,2,4,0.0,0.962,0,1,1,0,4
28.15,368,412,5,3,0.0,0.927,0,1,1,7,4
125.22,291,924,1,8,0.036,0.884,0,1,1,2,4
2.91,76,0,368,431,0.896,1.0,0,0,1,6,3
28.89,0,514,8,4,0.001,0.906,0,1,1,5,4
1.74,69,8,245,367,0.816,0.97,0,0,2,3,3
32.86,0,410,7,1,0.0,0.983,0,1,1,6,4
109.89,785,1679,3,6,0.0,0.911,0,1,1,7,4
0.89,204,1447,6,8,0.02,0.913,0,1,1,3,3
0.0,6,3,21,11,0.637,0.126,0,0,1,3,4
75.33,29,981,2,2,0.016,0.977,0,1,1,7,4
47.49,297,1268,2,4,0.041,0.885,0,1,1,4,4
23.36,210,289,12,7,0.329,0.472,4,1,2,5,3
7.23,89,1138,3,6,0.028,1.0,0,1,1,6,0
0.0,1191,1560,2,9,0.084,0.839,0,1,1,1,0
72.5,931,1659,9,6,0.0,1.0,0,1,1,2,4
0.0,10,2,84,17,0.243,0.0,0,0,2,5,4
79.22,605,386,4,2,0.0,0.797,0,1,1,6,4
0.0,62,0,225,319,0.925,0.915,0,0,1,1,3
0.0,0,499,8,6,0.0,0.716,0,1,1,0,4
12.09,781,1252,7,9,0.01,0.858,0,1,1,6,4
24.58,513,1185,1,7,0.035,0.907,0,1,1,1,4
13.54,383,206,7,1,0.144,0.664,3,1,1,0,4
69.45,114,1396,1,9,0.0,0.88,0,1,1,2,4
1.17,51,11,214,281,0.983,0.981,0,0,1,2,2
32.27,419,319,5,5,0.091,0.935,0,1,2,3,4
67.38,741,1176,6,6,0.036,0.857,0,1,2,1,4
63.83,1100,530,9,7,0.018,0.977,0,1,1,3,4
0.0,63,5,61,7,0.467,0.178,0,0,1,6,4
96.3,485,1139,9,5,0.061,1.0,0,1,1,4,4
52.87,745,1151,4,2,0.0,0.845,0,1,1,3,4
40.15,1071,1406,8,9,0.023,0.739,0,1,1,5,4
1.77,14,0,245,248,0.865,0.905,0,0,1,5,0
61.75,326,56,3,6,0.04,0.903,0,1,2,3,4
104.43,334,640,2,1,0.058,0.89,0,1,1,7,4
2.57,76,0,307,121,0.734,0.97,0,0,1,1,3
23.66,345,0,1,6,0.079,0.937,0,1,1,0,4
0.0,124,0,125,161,0.986,0.951,0,0,1,0,0
47.27,795,428,2,9,0.04,0.782,0,1,1,1,4
70.37,702,911,3,4,0.001,0.903,0,1,1,6,4
72.08,95,854,2,6,0.0,1.0,0,1,1,7,4
0.0,69,0,154,213,0.818,0.924,0,0,1,4,2
36.51,0,752,14,7,0.005,0.362,4,1,2,3,4
77.95,407,1609,4,8,0.0,0.853,0,1,1,3,4
78.29,171,1072,2,9,0.0,0.861,0,1,1,6,0
0.0,532,1705,2,4,0.0,0.85,0,1,1,0,4
2.21,45,0,22,15,0.644,0.054,0,0,0,0,0
27.2,446,47,2,5,0.081,0.88,0,1,2,2,3
0.0,395,1165,4,7,0.075,0.923,0,1,0,5,4
0.88,63,1,374,271,0.907,0.967,0,0,1,6,3
5.09,32,3,62,10,0.556,0.091,0,0,1,0,0
0.0,54,1,362,478,1.0,1.0,0,0,1,4,3
0.0,52,0,241,435,0.86,0.855,0,0,0,2,3
71.63,441,1484,7,9,0.014,0.994,0,1,1,1,4
47.71,485,1516,8,7,0.004,0.68,0,1,1,0,4
51.52,1014,2450,7,8,0.0,0.825,0,1,1,5,4
106.48,449,1781,9,1,0.091,1.0,0,1,1,5,4
15.16,950,908,3,4,0.14,1.0,0,1,1,1,4
27.29,340,884,8,1,0.0,0.936,0,1,1,1,4
1.15,86,0,218,337,0.697,0.904,0,0,1,1,0
0.0,487,1008,5,8,0.021,0.907,0,1,1,4,2
20.55,226,1631,1,5,0.0,0.926,0,1,1,2,4
4.75,0,0,44,17,0.331,0.208,0,0,1,0,0
13.91,192,1531,7,8,0.0,0.74,0,1,1,7,4
13.11,342,154,4,8,0.241,0.326,3,0,1,4,4
2.48,104,0,349,468,0.779,0.997,0,0,1,0,0
85.42,102,0,9,7,0.008,0.925,0,1,1,6,4
1.63,35,3,439,344,0.925,1.0,0,0,1,1,3
31.08,266,964,1,6,0.045,0.976,0,1,1,5,4
29.05,303,734,2,4,0.078,0.783,4,1,1,4,4
47.53,324,1467,1,5,0.016,0.961,0,1,2,4,4
51.25,202,791,4,6,0.0,0.909,0,1,1,7,4
94.44,133,258,6,2,0.0,0.909,0,1,0,0,4
18.77,196,971,6,6,0.008,0.858,0,1,1,7,4
59.28,616,327,3,2,0.004,0.917,0,1,1,7,4
0.0,43,5,342,385,0.856,0.933,0,0,1,4,0
87.53,699,584,1,3,0.077,0.845,0,1,2,6,0
95.64,816,1683,4,9,0.074,0.865,0,1,1,1,4
0.0,179,829,7,3,0.0,0.84,0,1,1,1,4
0.0,29,0,81,8,0.775,0.428,0,0,2,7,3
124.19,860,323,9,5,0.0,0.892,0,1,1,0,4
92.11,903,957,2,9,0.0,1.0,0,1,1,3,0
167.87,657,818,8,4,0.0,0.842,0,1,1,1,4
68.82,722,471,3,4,0.017,0.747,0,1,1,4,4
72.05,417,1599,5,6,0.023,0.988,0,1,1,7,1
88.29,280,1240,9,8,0.0,0.804,0,1,1,4,4
43.22,586,1841,1,7,0.0,0.863,0,1,2,6,2
12.73,286,1204,2,4,0.039,0.85,0,1,1,1,4
48.66,171,984,4,6,0.0,0.87,0,1,1,4,4
20.16,608,1255,4,4,0.0,0.832,0,1,1,7,4
4.01,43,0,85,19,0.584,0.108,0,0,2,5,3
117.52,597,1332,5,8,0.013,1.0,0,1,2,2,4
2.11,77,0,429,182,1.0,1.0,0,0,1,4,0
0.0,31,6,129,102,0.742,0.921,0,0,1,2,3
2.35,11,0,31,15,0.77,0.239,0,0,1,5,0
34.19,539,1700,7,3,0.0,0.884,0,1,0,1,4
77.53,827,1177,6,6,0.016,0.871,0,1,1,4,2
1.0,94,0,351,158,1.0,1.0,0,0,2,1,3
0.0,53,0,200,302,1.0,0.885,0,0,1,6,3
0.02,24,0,51,10,0.999,0.41,0,0,2,5,3
25.29,224,543,4,3,0.0,0.805,0,1,1,6,4
0.09,18,0,283,496,0.931,0.923,0,0,1,3,0
119.39,537,1382,9,1,0.074,0.763,0,1,1,4,2
0.72,14,5,86,15,1.0,0.239,0,0,1,7,4
96.06,421,1409,1,4,0.01,0.972,0,1,1,4,4
58.48,72,290,7,5,0.0,0.965,0,1,1,7,4
0.68,55,1,252,157,1.0,0.954,0,0,1,6,3
22.73,215,923,9,2,0.005,0.757,0,1,1,4,0
0.17,78,0,243,258,0.982,0.921,0,0,1,0,0
23.13,56,108,5,9,0.086,0.524,3,0,1,4,4
99.5,573,872,7,7,0.013,0.761,0,1,1,1,4
11.71,8,2,52,14,0.895,0.0,0,0,1,6,0
2.19,12,4,423,162,0.948,0.902,0,0,1,6,3
15.02,574,717,6,6,0.042,0.873,0,1,2,7,4
0.0,338,1612,7,1,0.0,0.831,0,1,1,7,4
106.97,86,411,9,1,0.046,0.968,0,1,1,1,4
0.0,28,0,121,120,0.94,0.944,0,0,1,1,2
4.0,26,1,268,475,0.956,0.982,0,0,2,5,3
0.0,756,595,1,3,0.088,0.763,0,1,1,7,4
142.73,788,1219,8,6,0.104,0.923,0,1,2,3,1
50.14,72,755,3,5,0.0,0.758,0,1,1,1,4
1.03,64,0,293,420,0.917,0.858,0,0,2,5,3
30.53,687,711,6,8,0.0,1.0,0,1,1,4,3
39.73,797,0,3,1,0.0,0.843,0,1,1,6,4
33.85,741,1055,3,8,0.044,0.91,0,1,1,5,4
0.0,548,865,6,1,0.0,1.0,0,1,1,7,4
61.32,733,514,5,1,0.0,0.97,0,1,1,3,4
24.11,400,1011,3,4,0.06,0.767,0,1,0,4,4
0.0,946,897,7,5,0.025,0.737,0,1,1,1,4
74.59,256,720,3,2,0.065,1.0,0,1,1,2,4
1.58,65,0,335,232,0.741,0.956,0,0,1,6,3
78.35,501,1220,8,5,0.0,1.0,0,1,1,5,4
0.0,567,376,4,7,0.152,0.915,0,1,1,5,4
88.02,442,1574,3,8,0.004,0.96,0,1,1,2,4
53.74,171,573,9,7,0.0,0.783,0,1,1,1,4
0.49,15,0,62,13,0.793,0.084,0,0,1,1,3
0.54,22,5,41,2,0.491,0.262,0,0,1,3,3
23.07,0,1698,7,2,0.0,1.0,0,1,1,3,4
0.0,21,2,51,15,0.308,0.075,0,0,1,0,0
108.63,121,1163,8,1,0.0,1.0,0,1,1,4,4
46.35,448,161,9,5,0.0,0.804,0,1,1,2,4
20.03,85,1489,9,6,0.067,1.0,0,1,1,0,4
12.02,198,43,7,2,0.348,0.365,4,1,1,2,4
1.95,0,0,22,8,0.313,0.477,0,0,2,0,3
51.13,726,1875,9,4,0.013,0.958,0,1,1,7,4
77.49,588,1955,1,2,0.0,0.921,0,1,1,6,4
75.42,567,1556,7,1,0.027,0.977,0,1,2,5,4
65.04,79,1565,6,9,0.102,0.97,0,1,2,7,3
65.3,1347,1365,5,9,0.0,1.0,0,1,1,4,4
0.0,28,11,299,449,0.988,0.993,0,0,1,7,3
2.29,62,4,146,284,0.953,0.95,0,0,2,1,3
18.19,663,0,4,4,0.009,0.856,0,1,0,2,4
0.0,163,1867,9,4,0.061,0.702,0,1,1,0,2
0.08,47,0,316,502,0.848,1.0,0,0,1,7,3
57.71,117,244,8,4,0.022,0.921,0,1,1,6,4
68.11,0,501,3,6,0.049,0.784,0,1,2,6,4
1.35,650,234,5,6,0.0,0.773,0,1,1,6,3
32.57,0,278,12,9,0.127,0.664,2,0,1,1,3
61.05,257,956,6,2,0.0,0.878,0,1,1,4,4
74.43,1043,780,9,7,0.067,0.817,0,1,0,2,2
152.41,476,421,6,1,0.0,0.923,0,1,2,7,4
56.42,862,1503,4,5,0.004,0.588,0,1,1,2,4
64.85,0,1656,4,7,0.054,0.914,0,1,2,5,4
42.39,362,699,1,4,0.054,0.834,0,1,1,4,4
86.12,497,855,8,7,0.099,0.904,0,1,1,0,4
8.1,690,0,4,8,0.061,0.94,0,1,1,4,3
33.47,605,1622,1,5,0.018,0.967,0,1,1,0,4
10.14,592,106,8,7,0.037,0.78,0,1,1,5,4
0.0,46,0,319,203,0.75,1.0,0,0,1,3,0
10.21,662,473,3,3,0.005,0.842,0,1,1,4,4
44.96,686,588,5,7,0.0,1.0,0,1,1,1,3
63.08,486,1450,5,7,0.0,0.85,0,1,1,4,4
57.93,421,655,9,3,0.046,0.776,0,1,2,4,4
55.12,677,999,6,9,0.092,1.0,0,1,1,6,4
65.4,0,1358,8,8,0.006,0.916,0,1,0,3,4
105.7,612,1777,1,8,0.021,0.977,0,1,1,3,4
24.71,279,1548,1,1,0.015,0.887,0,1,1,1,0
0.4,90,0,259,378,0.986,0.941,0,0,0,1,0
88.84,349,1805,4,3,0.0,0.769,0,1,1,0,4
91.73,726,1739,9,1,0.07,0.911,0,1,1,7,1
27.53,759,1180,7,5,0.017,1.0,0,1,1,7,4
8.13,229,1303,8,2,0.036,0.888,0,1,1,0,2
2.8,20,0,92,1,0.424,0.128,0,0,0,2,0
2.56,13,0,261,467,0.933,0.955,0,0,1,4,2
18.91,326,1965,5,4,0.0,1.0,0,1,1,3,1
106.45,640,1207,3,5,0.0,0.936,0,1,2,5,4
121.77,745,2145,6,1,0.029,0.757,0,1,1,0,4
47.47,704,451,6,8,0.0,0.8,0,1,2,0,4
72.15,555,99,5,6,0.0,0.798,0,1,1,4,4
66.16,365,904,8,2,0.0,1.0,0,1,1,7,4
37.17,162,0,3,4,0.036,0.733,0,1,1,5,4
2.92,6,0,69,16,0.559,0.256,0,0,1,1,0
70.49,319,1200,2,9,0.053,0.774,0,1,1,2,1
147.34,648,964,2,3,0.0,0.907,0,1,1,1,4
0.0,508,850,5,3,0.022,0.892,0,1,1,4,4
48.42,158,1445,6,6,0.02,0.988,0,1,1,7,4
32.62,557,1345,4,2,0.112,0.933,0,1,0,6,4
37.92,352,793,6,9,0.0,1.0,0,1,2,4,4
0.0,327,1469,1,6,0.091,0.842,0,1,1,1,4
0.0,551,613,4,3,0.065,1.0,0,1,1,3,4
52.02,824,1083,3,9,0.0,0.882,0,1,1,1,4
21.89,330,551,2,2,0.0,1.0,0,1,1,3,4
0.0,65,0,409,408,0.894,0.953,0,0,2,7,2
69.94,818,943,7,3,0.049,0.772,0,1,1,7,0
3.97,27,1,423,258,1.0,0.946,0,0,1,4,0
142.58,145,1203,5,1,0.04,0.886,0,1,1,6,4
1.25,22,0,42,1,0.729,0.057,0,0,1,6,3
50.39,582,951,8,6,0.071,0.998,0,1,2,2,3
70.37,1042,147,2,1,0.036,0.883,0,1,1,3,4
6.94,21,1,43,11,0.463,0.258,0,0,1,5,3
76.21,620,1357,5,7,0.0,0.854,0,1,1,2,4
0.0,38,0,90,2,0.683,0.241,0,0,1,7,4
83.53,844,571,3,2,0.0,0.85,0,1,1,2,4
